title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
"Hardware Implementations for Voice Activity Detection: Trends, Challenges and Outlook",https://doi.org/10.1109/tcsi.2022.3225717,2023,journal-article,,Speech Enhancement Techniques | Speech Recognition Technology | Audio Signal Classification and Analysis,,Mark S. Oude Alink | André B.J. Kokkeler | Patrice Abbie D. Legaspi | Bram Nauta | Shubham Yadav,ICD | RS,,True,green,True,True,,,https://doi.org/10.1109/tcsi.2022.3225717,,https://openalex.org/W4312555112,https://research.utwente.nl/en/publications/bb106097-6546-429c-95b1-a7547983b6eb,https://ris.utwente.nl/ws/files/288739545/Voice_Activity_Detector_Paper_for_TCAS_I_FINAL_ITERATION.pdf,,,IEEE Transactions on Circuits and Systems I-regular Papers,1549-8328,1558-0806,,70,3,1083-1096,14,,https://openalex.samuelmok.cc/paper/26507,https://openalex.samuelmok.cc/api/paper/26507,https://openalex.samuelmok.cc/api/pureentry/78707,https://openalex.samuelmok.cc/api/pilotpure/11206
A 14-Bit Oversampled SAR ADC With Mismatch Error Shaping and Analog Range Compensation,https://doi.org/10.1109/tcsii.2023.3259821,2023,journal-article,,,,Harijot Singh Bindra,ICD,,True,green,False,False,,,https://doi.org/10.1109/tcsii.2023.3259821,,https://openalex.org/W4352977298,,,,,IEEE Transactions on Circuits and Systems Ii-express Briefs,1549-7747,1558-3791,,70,5,1719-1723,5,,https://openalex.samuelmok.cc/paper/26519,https://openalex.samuelmok.cc/api/paper/26519,,
Measurement and Estimation Methodology for EMC and OTA Testing in the VIRC,https://doi.org/10.1109/temc.2022.3218413,2023,journal-article,,Reverberation Chambers in Electromagnetic Testing | Microwave Sensors for Material Characterization and Sensing | Electromagnetic Compatibility in Electronics,,Andrés Alayón Glazunov | André B.J. Kokkeler | Robert Vogt-Ardatjew,PE | RS,,True,green,True,True,,,https://doi.org/10.1109/temc.2022.3218413,,https://openalex.org/W4312956007,https://research.utwente.nl/en/publications/cae8849a-a39c-4618-aa26-86f0ef80e84b,https://ris.utwente.nl/ws/files/300210619/Measurement_and_Estimation_Methodology_for_EMC_and_OTA_Testing_in_the_VIRC.pdf,http://www.scopus.com/inward/record.url?scp=85144771362&partnerID=8YFLogxK,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),65,1,3-16,14,,https://openalex.samuelmok.cc/paper/26593,https://openalex.samuelmok.cc/api/paper/26593,https://openalex.samuelmok.cc/api/pureentry/79002,https://openalex.samuelmok.cc/api/pilotpure/11016
Measurement and Estimation Methodology for EMC and OTA Testing in the VIRC,https://doi.org/10.1109/temc.2022.3218413,2023,journal-article,,Reverberation Chambers in Electromagnetic Testing | Microwave Sensors for Material Characterization and Sensing | Electromagnetic Compatibility in Electronics,,Andrés Alayón Glazunov | André B.J. Kokkeler | Robert Vogt-Ardatjew,PE | RS,,True,green,True,True,,,https://doi.org/10.1109/temc.2022.3218413,,https://openalex.org/W4312956007,https://research.utwente.nl/en/publications/cae8849a-a39c-4618-aa26-86f0ef80e84b,https://ris.utwente.nl/ws/files/300210619/Measurement_and_Estimation_Methodology_for_EMC_and_OTA_Testing_in_the_VIRC.pdf,http://www.scopus.com/inward/record.url?scp=85144771362&partnerID=8YFLogxK,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),65,1,3-16,14,,https://openalex.samuelmok.cc/paper/26593,https://openalex.samuelmok.cc/api/paper/26593,https://openalex.samuelmok.cc/api/pureentry/79002,https://openalex.samuelmok.cc/api/pilotpure/11016
Measurement and Estimation Methodology for EMC and OTA Testing in the VIRC,https://doi.org/10.1109/temc.2022.3218413,2023,journal-article,,Reverberation Chambers in Electromagnetic Testing | Microwave Sensors for Material Characterization and Sensing | Electromagnetic Compatibility in Electronics,,Andrés Alayón Glazunov | André B.J. Kokkeler | Robert Vogt-Ardatjew,PE | RS,,True,green,True,True,,,https://doi.org/10.1109/temc.2022.3218413,,https://openalex.org/W4312956007,https://research.utwente.nl/en/publications/cae8849a-a39c-4618-aa26-86f0ef80e84b,https://ris.utwente.nl/ws/files/300210619/Measurement_and_Estimation_Methodology_for_EMC_and_OTA_Testing_in_the_VIRC.pdf,http://www.scopus.com/inward/record.url?scp=85144771362&partnerID=8YFLogxK,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),65,1,3-16,14,,https://openalex.samuelmok.cc/paper/26593,https://openalex.samuelmok.cc/api/paper/26593,https://openalex.samuelmok.cc/api/pureentry/79002,https://openalex.samuelmok.cc/api/pilotpure/11016
Miniaturization of a Fully Metallic Bandpass Frequency Selective Surface for Millimeter-Wave Band Applications,https://doi.org/10.1109/temc.2023.3283352,2023,journal-article,,Metasurfaces for Antenna and Radar Applications | Antenna Design and Applications | Metamaterials and Negative Refraction | Microwave Engineering and Waveguides | RFID Technology and Applications,,Andrés Alayón Glazunov,RS,,False,closed,False,True,,,https://doi.org/10.1109/temc.2023.3283352,,https://openalex.org/W4380903706,https://research.utwente.nl/en/publications/05e48239-d2fe-4f87-abca-bf041640f498,https://ris.utwente.nl/ws/files/316015714/Miniaturization_of_a_Fully_Metallic_Bandpass_Frequency_Selective_Surface_for_Millimeter_Wave_Band_Applications.pdf,http://www.scopus.com/inward/record.url?scp=85162644494&partnerID=8YFLogxK,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),65,4,1072-1080,9,,https://openalex.samuelmok.cc/paper/26594,https://openalex.samuelmok.cc/api/paper/26594,https://openalex.samuelmok.cc/api/pureentry/77466,https://openalex.samuelmok.cc/api/pilotpure/10835
Interference on Static Energy Meters Resulting From Droop of the Current Transformer,https://doi.org/10.1109/temc.2023.3288357,2023,journal-article,,Magnetic Sensor Technology and Applications | Non-Destructive Techniques Based on Eddy Current Testing | Electrical Tomography Techniques | Frequency Estimation in Electrical Metrology | Magneto-Optical Devices for Integrated Photonics,,Tom Hartman | Frank Leferink | Niek Moonen,PE,,True,green,True,True,,,https://doi.org/10.1109/temc.2023.3288357,,https://openalex.org/W4383960544,https://research.utwente.nl/en/publications/ec577062-00d2-4f2b-8704-9f4db9e98b7d,https://ris.utwente.nl/ws/files/311756717/20230619_TEMC_CT_Droop_SM_v4.pdf,,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),65,5,1343-1350,8,,https://openalex.samuelmok.cc/paper/26595,https://openalex.samuelmok.cc/api/paper/26595,https://openalex.samuelmok.cc/api/pureentry/76980,https://openalex.samuelmok.cc/api/pilotpure/10873
Interference on Static Energy Meters Resulting From Droop of the Current Transformer,https://doi.org/10.1109/temc.2023.3288357,2023,journal-article,,Magnetic Sensor Technology and Applications | Non-Destructive Techniques Based on Eddy Current Testing | Electrical Tomography Techniques | Frequency Estimation in Electrical Metrology | Magneto-Optical Devices for Integrated Photonics,,Tom Hartman | Frank Leferink | Niek Moonen,PE,,True,green,True,True,,,https://doi.org/10.1109/temc.2023.3288357,,https://openalex.org/W4383960544,https://research.utwente.nl/en/publications/ec577062-00d2-4f2b-8704-9f4db9e98b7d,https://ris.utwente.nl/ws/files/311756717/20230619_TEMC_CT_Droop_SM_v4.pdf,,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),65,5,1343-1350,8,,https://openalex.samuelmok.cc/paper/26595,https://openalex.samuelmok.cc/api/paper/26595,https://openalex.samuelmok.cc/api/pureentry/76980,https://openalex.samuelmok.cc/api/pilotpure/10873
Interference on Static Energy Meters Resulting From Droop of the Current Transformer,https://doi.org/10.1109/temc.2023.3288357,2023,journal-article,,Magnetic Sensor Technology and Applications | Non-Destructive Techniques Based on Eddy Current Testing | Electrical Tomography Techniques | Frequency Estimation in Electrical Metrology | Magneto-Optical Devices for Integrated Photonics,,Tom Hartman | Frank Leferink | Niek Moonen,PE,,True,green,True,True,,,https://doi.org/10.1109/temc.2023.3288357,,https://openalex.org/W4383960544,https://research.utwente.nl/en/publications/ec577062-00d2-4f2b-8704-9f4db9e98b7d,https://ris.utwente.nl/ws/files/311756717/20230619_TEMC_CT_Droop_SM_v4.pdf,,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),65,5,1343-1350,8,,https://openalex.samuelmok.cc/paper/26595,https://openalex.samuelmok.cc/api/paper/26595,https://openalex.samuelmok.cc/api/pureentry/76980,https://openalex.samuelmok.cc/api/pilotpure/10873
Effect of Wall Shaking Amplitude on Vibrating Intrinsic Reverberation Chamber Characteristics,https://doi.org/10.1109/temc.2023.3331056,2023,journal-article,,Reverberation Chambers in Electromagnetic Testing | Electromagnetic Compatibility in Electronics | Microwave Sensors for Material Characterization and Sensing,,Frank Leferink,PE,,False,closed,False,True,,,https://doi.org/10.1109/temc.2023.3331056,,https://openalex.org/W4388838046,https://research.utwente.nl/en/publications/af93466a-932b-4455-a837-c5f4b17da053,,,,IEEE Transactions on Electromagnetic Compatibility,0018-9375,1558-187X,Institute of Electrical and Electronics Engineers (IEEE),,,1-8,8,,https://openalex.samuelmok.cc/paper/26596,https://openalex.samuelmok.cc/api/paper/26596,https://openalex.samuelmok.cc/api/pureentry/76649,https://openalex.samuelmok.cc/api/pilotpure/10704
Impact of Power Consumption Models on the Energy Efficiency of Downlink NOMA Systems,https://doi.org/10.1109/tgcn.2023.3286578,2023,journal-article,,Intelligent Reflecting Surfaces in Wireless Communications | Optical Wireless Communication Systems and Technologies | Peak-to-Average Power Ratio Reduction Techniques | Satellite Communication Networks and Systems | Next Generation 5G Wireless Networks,,Suzan Bayhan | Geert Heijenk | Syllas R. C. Magalhães,DACS,,True,green,True,True,,,https://doi.org/10.1109/tgcn.2023.3286578,,https://openalex.org/W4380839020,https://research.utwente.nl/en/publications/950ba9d8-3dfd-4eaf-a808-15fda60387ef,https://ris.utwente.nl/ws/files/309058465/2304.05183.pdf,,,IEEE transactions on green communications and networking,2473-2400,,Institute of Electrical and Electronics Engineers (IEEE),7,4,1739-1753,15,,https://openalex.samuelmok.cc/paper/26603,https://openalex.samuelmok.cc/api/paper/26603,https://openalex.samuelmok.cc/api/pureentry/79356,https://openalex.samuelmok.cc/api/pilotpure/8802
Impact of Power Consumption Models on the Energy Efficiency of Downlink NOMA Systems,https://doi.org/10.1109/tgcn.2023.3286578,2023,journal-article,,Intelligent Reflecting Surfaces in Wireless Communications | Optical Wireless Communication Systems and Technologies | Peak-to-Average Power Ratio Reduction Techniques | Satellite Communication Networks and Systems | Next Generation 5G Wireless Networks,,Suzan Bayhan | Geert Heijenk | Syllas R. C. Magalhães,DACS,,True,green,True,True,,,https://doi.org/10.1109/tgcn.2023.3286578,,https://openalex.org/W4380839020,https://research.utwente.nl/en/publications/950ba9d8-3dfd-4eaf-a808-15fda60387ef,https://ris.utwente.nl/ws/files/309058465/2304.05183.pdf,,,IEEE transactions on green communications and networking,2473-2400,,Institute of Electrical and Electronics Engineers (IEEE),7,4,1739-1753,15,,https://openalex.samuelmok.cc/paper/26603,https://openalex.samuelmok.cc/api/paper/26603,https://openalex.samuelmok.cc/api/pureentry/79356,https://openalex.samuelmok.cc/api/pilotpure/8802
Impact of Power Consumption Models on the Energy Efficiency of Downlink NOMA Systems,https://doi.org/10.1109/tgcn.2023.3286578,2023,journal-article,,Intelligent Reflecting Surfaces in Wireless Communications | Optical Wireless Communication Systems and Technologies | Peak-to-Average Power Ratio Reduction Techniques | Satellite Communication Networks and Systems | Next Generation 5G Wireless Networks,,Suzan Bayhan | Geert Heijenk | Syllas R. C. Magalhães,DACS,,True,green,True,True,,,https://doi.org/10.1109/tgcn.2023.3286578,,https://openalex.org/W4380839020,https://research.utwente.nl/en/publications/950ba9d8-3dfd-4eaf-a808-15fda60387ef,https://ris.utwente.nl/ws/files/309058465/2304.05183.pdf,,,IEEE transactions on green communications and networking,2473-2400,,Institute of Electrical and Electronics Engineers (IEEE),7,4,1739-1753,15,,https://openalex.samuelmok.cc/paper/26603,https://openalex.samuelmok.cc/api/paper/26603,https://openalex.samuelmok.cc/api/pureentry/79356,https://openalex.samuelmok.cc/api/pilotpure/8802
Measurement System for Accurate Determination of Fast-Changing DC Currents Up To 900 A,https://doi.org/10.1109/tim.2023.3277995,2023,journal-article,,Magnetic Sensor Technology and Applications | Non-Destructive Techniques Based on Eddy Current Testing | Fault Tolerance in Electronic Systems | Failure Analysis of Integrated Circuits | CMOS Image Sensor Technology,,G. Rietveld | Keqiu Zeng,PE,,False,closed,False,True,,,https://doi.org/10.1109/tim.2023.3277995,,https://openalex.org/W4379233616,https://research.utwente.nl/en/publications/7468af53-592e-4d05-b311-076b1be3a7ca,https://ris.utwente.nl/ws/files/316304336/Measurement_System_for_Accurate_Determination_of_Fast_Changing_DC_Currents_Up_To_900_A.pdf,http://www.scopus.com/inward/record.url?scp=85160250756&partnerID=8YFLogxK,,IEEE Transactions on Instrumentation and Measurement,0018-9456,1557-9662,Institute of Electrical and Electronics Engineers (IEEE),72,,1-9,9,,https://openalex.samuelmok.cc/paper/26685,https://openalex.samuelmok.cc/api/paper/26685,https://openalex.samuelmok.cc/api/pureentry/79408,https://openalex.samuelmok.cc/api/pilotpure/10825
Measurement System for Accurate Determination of Fast-Changing DC Currents Up To 900 A,https://doi.org/10.1109/tim.2023.3277995,2023,journal-article,,Magnetic Sensor Technology and Applications | Non-Destructive Techniques Based on Eddy Current Testing | Fault Tolerance in Electronic Systems | Failure Analysis of Integrated Circuits | CMOS Image Sensor Technology,,G. Rietveld | Keqiu Zeng,PE,,False,closed,False,True,,,https://doi.org/10.1109/tim.2023.3277995,,https://openalex.org/W4379233616,https://research.utwente.nl/en/publications/7468af53-592e-4d05-b311-076b1be3a7ca,https://ris.utwente.nl/ws/files/316304336/Measurement_System_for_Accurate_Determination_of_Fast_Changing_DC_Currents_Up_To_900_A.pdf,http://www.scopus.com/inward/record.url?scp=85160250756&partnerID=8YFLogxK,,IEEE Transactions on Instrumentation and Measurement,0018-9456,1557-9662,Institute of Electrical and Electronics Engineers (IEEE),72,,1-9,9,,https://openalex.samuelmok.cc/paper/26685,https://openalex.samuelmok.cc/api/paper/26685,https://openalex.samuelmok.cc/api/pureentry/79408,https://openalex.samuelmok.cc/api/pilotpure/10825
A UAV-Aided Real-Time Channel Sounder for Highly Dynamic Nonstationary A2G Scenarios,https://doi.org/10.1109/tim.2023.3301592,2023,journal-article,,,,André B.J. Kokkeler | Yang Miao,RS,,False,closed,False,False,,,https://doi.org/10.1109/tim.2023.3301592,,https://openalex.org/W4385627151,,,,,IEEE Transactions on Instrumentation and Measurement,0018-9456,1557-9662,Institute of Electrical and Electronics Engineers (IEEE),72,,1-15,15,,https://openalex.samuelmok.cc/paper/26686,https://openalex.samuelmok.cc/api/paper/26686,,
A UAV-Aided Real-Time Channel Sounder for Highly Dynamic Nonstationary A2G Scenarios,https://doi.org/10.1109/tim.2023.3301592,2023,journal-article,,,,André B.J. Kokkeler | Yang Miao,RS,,False,closed,False,False,,,https://doi.org/10.1109/tim.2023.3301592,,https://openalex.org/W4385627151,,,,,IEEE Transactions on Instrumentation and Measurement,0018-9456,1557-9662,Institute of Electrical and Electronics Engineers (IEEE),72,,1-15,15,,https://openalex.samuelmok.cc/paper/26686,https://openalex.samuelmok.cc/api/paper/26686,,
A Novel Iterative Algorithm for Outlier Robust Phase Retrieval via Majorization Minimization Technique,https://doi.org/10.1109/tim.2023.3311058,2023,journal-article,,,,Aakash Arora,RS,,False,closed,False,True,,,https://doi.org/10.1109/tim.2023.3311058,,https://openalex.org/W4386362205,https://research.utwente.nl/en/publications/94477062-90e3-4410-ad3a-61e1072ddc8e,,,,IEEE Transactions on Instrumentation and Measurement,0018-9456,1557-9662,Institute of Electrical and Electronics Engineers (IEEE),72,,1-12,12,,https://openalex.samuelmok.cc/paper/26687,https://openalex.samuelmok.cc/api/paper/26687,https://openalex.samuelmok.cc/api/pureentry/76131,https://openalex.samuelmok.cc/api/pilotpure/10785
A Wideband If Receiver Chip for Flexibly Scalable mmWave Subarray Combining and Interference Rejection,https://doi.org/10.1109/tmtt.2023.3279919,2023,journal-article,,Microwave Engineering and Waveguides | Optimization Techniques for Antenna Arrays | Challenges and Opportunities in Full-Duplex Wireless Communication,,Eric A.M. Klumperink,ICD,,True,hybrid,True,True,cc-by,,https://doi.org/10.1109/tmtt.2023.3279919,https://ieeexplore.ieee.org/ielx7/22/4359079/10146045.pdf,https://openalex.org/W4379740848,https://research.utwente.nl/en/publications/a5092a1e-0f5b-459f-bc8c-78be21c0bc19,https://ris.utwente.nl/ws/files/308079512/TMTT_Wideband_IF_receiver_chip_accepted_updated.pdf,,,IEEE Transactions on Microwave Theory and Techniques,0018-9480,1557-9670,Institute of Electrical and Electronics Engineers (IEEE),71,12,5482-5497,16,,https://openalex.samuelmok.cc/paper/26771,https://openalex.samuelmok.cc/api/paper/26771,https://openalex.samuelmok.cc/api/pureentry/76508,https://openalex.samuelmok.cc/api/pilotpure/10917
Active Load-Modulated Devices: A General PA Network Solution Identifying Highly Efficient Linearizer Systems,https://doi.org/10.1109/tmtt.2023.3300177,2023,journal-article,,,,Mark S. Oude Alink | Anton N. Atanasov | F.E. van Vliet,ICD,,False,closed,False,True,,,https://doi.org/10.1109/tmtt.2023.3300177,,https://openalex.org/W4385696376,https://research.utwente.nl/en/publications/f10551b2-e06f-4bed-a0df-2f87bbcae920,https://ris.utwente.nl/ws/files/319647322/author_version.pdf,,,IEEE Transactions on Microwave Theory and Techniques,0018-9480,1557-9670,Institute of Electrical and Electronics Engineers (IEEE),,,1-15,15,,https://openalex.samuelmok.cc/paper/26772,https://openalex.samuelmok.cc/api/paper/26772,https://openalex.samuelmok.cc/api/pureentry/77387,
Active Load-Modulated Devices: A General PA Network Solution Identifying Highly Efficient Linearizer Systems,https://doi.org/10.1109/tmtt.2023.3300177,2023,journal-article,,,,Mark S. Oude Alink | Anton N. Atanasov | F.E. van Vliet,ICD,,False,closed,False,True,,,https://doi.org/10.1109/tmtt.2023.3300177,,https://openalex.org/W4385696376,https://research.utwente.nl/en/publications/f10551b2-e06f-4bed-a0df-2f87bbcae920,https://ris.utwente.nl/ws/files/319647322/author_version.pdf,,,IEEE Transactions on Microwave Theory and Techniques,0018-9480,1557-9670,Institute of Electrical and Electronics Engineers (IEEE),,,1-15,15,,https://openalex.samuelmok.cc/paper/26772,https://openalex.samuelmok.cc/api/paper/26772,https://openalex.samuelmok.cc/api/pureentry/77387,
Active Load-Modulated Devices: A General PA Network Solution Identifying Highly Efficient Linearizer Systems,https://doi.org/10.1109/tmtt.2023.3300177,2023,journal-article,,,,Mark S. Oude Alink | Anton N. Atanasov | F.E. van Vliet,ICD,,False,closed,False,True,,,https://doi.org/10.1109/tmtt.2023.3300177,,https://openalex.org/W4385696376,https://research.utwente.nl/en/publications/f10551b2-e06f-4bed-a0df-2f87bbcae920,https://ris.utwente.nl/ws/files/319647322/author_version.pdf,,,IEEE Transactions on Microwave Theory and Techniques,0018-9480,1557-9670,Institute of Electrical and Electronics Engineers (IEEE),,,1-15,15,,https://openalex.samuelmok.cc/paper/26772,https://openalex.samuelmok.cc/api/paper/26772,https://openalex.samuelmok.cc/api/pureentry/77387,
Channel Contribution in Deep Learning Based Automatic Sleep Scoring—How Many Channels Do We Need?,https://doi.org/10.1109/tnsre.2022.3227040,2023,journal-article,,,,LU Chang-qing | Gwenn Englebienne | Shreyasi Pathak | Christin Seifert,DMB,,True,gold,True,True,cc-by,,https://doi.org/10.1109/tnsre.2022.3227040,https://ieeexplore.ieee.org/ielx7/7333/10031624/09970748.pdf,https://openalex.org/W4312411665,https://research.utwente.nl/en/publications/b7188944-f76d-4eae-976f-e3a465c39b98,https://ris.utwente.nl/ws/files/310497501/Channel_Contribution_in_Deep_Learning_Based_Automatic_Sleep_ScoringHow_Many_Channels_Do_We_Need.pdf,,,IEEE Transactions on Neural Systems and Rehabilitation Engineering,1534-4320,1558-0210,Institute of Electrical and Electronics Engineers (IEEE),31,,494-505,12,,https://openalex.samuelmok.cc/paper/26834,https://openalex.samuelmok.cc/api/paper/26834,https://openalex.samuelmok.cc/api/pureentry/79762,https://openalex.samuelmok.cc/api/pilotpure/8424
Channel Contribution in Deep Learning Based Automatic Sleep Scoring—How Many Channels Do We Need?,https://doi.org/10.1109/tnsre.2022.3227040,2023,journal-article,,,,LU Chang-qing | Gwenn Englebienne | Shreyasi Pathak | Christin Seifert,DMB,,True,gold,True,True,cc-by,,https://doi.org/10.1109/tnsre.2022.3227040,https://ieeexplore.ieee.org/ielx7/7333/10031624/09970748.pdf,https://openalex.org/W4312411665,https://research.utwente.nl/en/publications/b7188944-f76d-4eae-976f-e3a465c39b98,https://ris.utwente.nl/ws/files/310497501/Channel_Contribution_in_Deep_Learning_Based_Automatic_Sleep_ScoringHow_Many_Channels_Do_We_Need.pdf,,,IEEE Transactions on Neural Systems and Rehabilitation Engineering,1534-4320,1558-0210,Institute of Electrical and Electronics Engineers (IEEE),31,,494-505,12,,https://openalex.samuelmok.cc/paper/26834,https://openalex.samuelmok.cc/api/paper/26834,https://openalex.samuelmok.cc/api/pureentry/79762,https://openalex.samuelmok.cc/api/pilotpure/8424
Characterization of Motor Unit Firing and Twitch Properties for Decoding Musculoskeletal Force in the Human Ankle Joint In Vivo,https://doi.org/10.1109/tnsre.2023.3319959,2023,journal-article,,,,Antonio Gogeascoechea | Rafael Ornelas-Kobayashi | Massimo Sartori | Utku Ş. Yavuz,BSS | NE,,True,gold,False,True,cc-by,,https://doi.org/10.1109/tnsre.2023.3319959,https://ieeexplore.ieee.org/ielx7/7333/4359219/10265114.pdf,https://openalex.org/W4387092544,https://research.utwente.nl/en/publications/4f89f434-1e50-46e8-8949-98db53897f5b,https://ris.utwente.nl/ws/files/329936215/Characterization_of_Motor_Unit_Firing_and_Twitch_Properties_for_Decoding_Musculoskeletal_Force_in_the_Human_Ankle_Joint_In_Vivo.pdf,http://www.scopus.com/inward/record.url?scp=85173418495&partnerID=8YFLogxK,,IEEE Transactions on Neural Systems and Rehabilitation Engineering,1534-4320,1558-0210,Institute of Electrical and Electronics Engineers (IEEE),31,,4040-4050,11,,https://openalex.samuelmok.cc/paper/26838,https://openalex.samuelmok.cc/api/paper/26838,https://openalex.samuelmok.cc/api/pureentry/79495,https://openalex.samuelmok.cc/api/pilotpure/10693
Review of Topside Interconnections for Wide Bandgap Power Semiconductor Packaging,https://doi.org/10.1109/tpel.2022.3200469,2023,journal-article,,Power Electronics Technology | Atomic Layer Deposition Technology | Electromagnetic Compatibility in Electronics | Three-Dimensional Integrated Circuits | Low Dielectric Constant Materials for Microelectronics,,J.A. Ferreira | R.J.E. Hueting | G. Rietveld | Lisheng Wang,PE,,True,green,True,True,,,https://doi.org/10.1109/tpel.2022.3200469,,https://openalex.org/W4292983478,https://research.utwente.nl/en/publications/dd789112-763c-4784-9397-ca959c5393bc,https://ris.utwente.nl/ws/files/300278626/Review_of_Topside_Interconnections_for_Wide_Bandgap_Power_Semiconductor_Packaging.pdf,http://www.scopus.com/inward/record.url?scp=85137582798&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,1,472-490,19,,https://openalex.samuelmok.cc/paper/26870,https://openalex.samuelmok.cc/api/paper/26870,https://openalex.samuelmok.cc/api/pureentry/79160,https://openalex.samuelmok.cc/api/pilotpure/11011
Review of Topside Interconnections for Wide Bandgap Power Semiconductor Packaging,https://doi.org/10.1109/tpel.2022.3200469,2023,journal-article,,Power Electronics Technology | Atomic Layer Deposition Technology | Electromagnetic Compatibility in Electronics | Three-Dimensional Integrated Circuits | Low Dielectric Constant Materials for Microelectronics,,J.A. Ferreira | R.J.E. Hueting | G. Rietveld | Lisheng Wang,PE,,True,green,True,True,,,https://doi.org/10.1109/tpel.2022.3200469,,https://openalex.org/W4292983478,https://research.utwente.nl/en/publications/dd789112-763c-4784-9397-ca959c5393bc,https://ris.utwente.nl/ws/files/300278626/Review_of_Topside_Interconnections_for_Wide_Bandgap_Power_Semiconductor_Packaging.pdf,http://www.scopus.com/inward/record.url?scp=85137582798&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,1,472-490,19,,https://openalex.samuelmok.cc/paper/26870,https://openalex.samuelmok.cc/api/paper/26870,https://openalex.samuelmok.cc/api/pureentry/79160,https://openalex.samuelmok.cc/api/pilotpure/11011
Review of Topside Interconnections for Wide Bandgap Power Semiconductor Packaging,https://doi.org/10.1109/tpel.2022.3200469,2023,journal-article,,Power Electronics Technology | Atomic Layer Deposition Technology | Electromagnetic Compatibility in Electronics | Three-Dimensional Integrated Circuits | Low Dielectric Constant Materials for Microelectronics,,J.A. Ferreira | R.J.E. Hueting | G. Rietveld | Lisheng Wang,PE,,True,green,True,True,,,https://doi.org/10.1109/tpel.2022.3200469,,https://openalex.org/W4292983478,https://research.utwente.nl/en/publications/dd789112-763c-4784-9397-ca959c5393bc,https://ris.utwente.nl/ws/files/300278626/Review_of_Topside_Interconnections_for_Wide_Bandgap_Power_Semiconductor_Packaging.pdf,http://www.scopus.com/inward/record.url?scp=85137582798&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,1,472-490,19,,https://openalex.samuelmok.cc/paper/26870,https://openalex.samuelmok.cc/api/paper/26870,https://openalex.samuelmok.cc/api/pureentry/79160,https://openalex.samuelmok.cc/api/pilotpure/11011
Hybrid Space Vector Modulation Scheme for the Multiport Hybrid Converter,https://doi.org/10.1109/tpel.2022.3201264,2023,journal-article,,,,Thiago Batista Soeiro,PE,,True,green,False,True,,,https://doi.org/10.1109/tpel.2022.3201264,,https://openalex.org/W4292969915,https://research.utwente.nl/en/publications/0c7e7b89-0920-4653-90a6-14e3f77f4b17,https://ris.utwente.nl/ws/files/304322127/Hybrid_Space_Vector_Modulation_Scheme_for_the_Multiport_Hybrid_Converter.pdf,http://www.scopus.com/inward/record.url?scp=85137569697&partnerID=8YFLogxK,,IEEE Transactions on Power Electronics,0885-8993,1941-0107,Institute of Electrical and Electronics Engineers (IEEE),38,1,60-65,6,,https://openalex.samuelmok.cc/paper/26871,https://openalex.samuelmok.cc/api/paper/26871,https://openalex.samuelmok.cc/api/pureentry/79161,https://openalex.samuelmok.cc/api/pilotpure/10956
